signature_id,task_id,dataset_id,pattern_index,sign_pattern,is_published_orientation,auroc
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,0,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.5880574452003023
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,1,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.41043083900226757
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,2,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.41572184429327275
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,3,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.33257747543461824
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,4,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.41421012849584277
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,5,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.34542705971277404
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,6,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.3431594860166288
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,7,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.3159486016628874
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,8,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.38548752834467115
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,9,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.3204837490551776
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,10,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.29327286470143615
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,11,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.28798185941043086
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,12,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.2849584278155707
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,13,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.27286470143612995
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,14,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.272108843537415
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,15,WNK2:-1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.2789115646258503
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,16,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.6863189720332578
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,17,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.6046863189720333
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,18,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.5842781557067271
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,19,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.4142101284958428
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,20,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.582010582010582
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,21,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.45124716553287986
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,22,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.42630385487528344
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,23,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.35298563869992444
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,24,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.5124716553287982
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,25,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.3839758125472411
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,26,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.35827664399092973
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,27,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.3257747543461829
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,28,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.41572184429327286
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,29,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.3242630385487528
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,30,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.3023431594860166
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,31,WNK2:-1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.29780801209372637
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,32,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.6659108087679517
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,33,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.563114134542706
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,34,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.5495086923658351
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,35,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.3983371126228269
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,36,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.5956160241874527
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,37,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.39229024943310653
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,38,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.42857142857142855
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,39,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.3204837490551776
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,40,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.5124716553287982
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,41,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.3869992441421013
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,42,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.3703703703703704
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,43,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.3167044595616024
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,44,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.30536659108087677
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,45,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.2690854119425548
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,46,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.2456538170823885
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,47,WNK2:-1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.2751322751322752
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,48,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.7135298563869992
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,49,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.6969009826152683
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,50,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.6787603930461074
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,51,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.5925925925925926
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,52,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.6689342403628118
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,53,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.566137566137566
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,54,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.5699168556311414
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,55,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.3907785336356765
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,56,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.63416477702192
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,57,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.526077097505669
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,58,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.5094482237339379
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,59,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.3854875283446712
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,60,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.5487528344671202
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,61,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.35827664399092973
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,62,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.32123960695389264
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,63,WNK2:-1;OCRL:+1;ASB7:+1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.30612244897959184
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,64,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.6938775510204082
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,65,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.6787603930461074
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,66,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.6417233560090703
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,67,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.4512471655328798
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,68,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.6145124716553289
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,69,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.49055177626606195
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,70,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.47392290249433106
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,71,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.36583522297808013
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,72,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.6092214663643235
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,73,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.43008314436885864
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,74,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.43386243386243384
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,75,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.3310657596371882
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,76,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.40740740740740744
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,77,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.32123960695389264
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,78,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.30309901738473166
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,79,WNK2:+1;OCRL:-1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.28647014361300077
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,80,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.7248677248677249
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,81,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.7543461829176115
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,82,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.7309145880574451
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,83,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.6946334089191232
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,84,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.6832955404383976
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,85,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.6296296296296297
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,86,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.6130007558578987
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,87,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.4875283446712019
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,88,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.6795162509448225
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,89,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.5714285714285714
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,90,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.6077097505668935
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,91,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.40438397581254726
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,92,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.6016628873771731
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,93,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.4504913076341648
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,94,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.43688586545729396
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,95,WNK2:+1;OCRL:-1;ASB7:+1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.3340891912320484
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,96,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.7021919879062737
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,97,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.6976568405139834
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,98,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.6757369614512472
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,99,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.5842781557067271
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,100,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.6742252456538171
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,101,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.6417233560090703
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,102,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.6160241874527588
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,103,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.4875283446712018
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,104,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.6470143613000756
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,105,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.5736961451247165
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,106,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.5487528344671203
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,107,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.417989417989418
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,108,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.5857898715041572
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,109,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.4157218442932729
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,110,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.3953136810279667
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,111,WNK2:+1;OCRL:+1;ASB7:-1;PCBP3:+1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.31368102796674224
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,112,WNK2:+1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,True,0.7210884353741497
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,113,WNK2:+1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.7278911564625851
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,114,WNK2:+1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:-1,False,0.72713529856387
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,115,WNK2:+1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:-1;FAM155A:+1;IL13RA2:+1,False,0.7150415721844292
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,116,WNK2:+1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:-1,False,0.7120181405895691
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,117,WNK2:+1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:-1;IL13RA2:+1,False,0.7067271352985639
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,118,WNK2:+1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:-1,False,0.6795162509448224
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,119,WNK2:+1;OCRL:+1;ASB7:+1;PCBP3:-1;AMPD2:+1;FAM155A:+1;IL13RA2:+1,False,0.6145124716553289
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,120,WNK2:+1;OCRL:+1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:-1,False,0.6840513983371127
SIG_ATNF_7GENE,T_PROGECT_MH_W6,GSE212849_PROGECT,121,WNK2:+1;OCRL:+1;ASB7:+1;PCBP3:+1;AMPD2:-1;FAM155A:-1;IL13RA2:+1,False,0.6568405139833711
