signature_id,task_id,dataset_id,omitted_gene,n_genes_full,n_genes_retained,full_auroc,leave_one_gene_out_auroc,delta_auroc,direction_retained
SIG_VDZ_ANDO7,T_PURSUIT_CR_W6,GSE92415_PURSUIT,ARMC2,7,6,0.568287037037037,0.5439814814814815,-0.02430555555555547,True
SIG_VDZ_ANDO7,T_PURSUIT_CR_W6,GSE92415_PURSUIT,BCL11B,7,6,0.568287037037037,0.6053240740740741,0.03703703703703709,True
SIG_VDZ_ANDO7,T_PURSUIT_CR_W6,GSE92415_PURSUIT,CDH23,7,6,0.568287037037037,0.5219907407407407,-0.04629629629629628,True
SIG_VDZ_ANDO7,T_PURSUIT_CR_W6,GSE92415_PURSUIT,CRB2,7,6,0.568287037037037,0.47337962962962965,-0.09490740740740733,False
SIG_VDZ_ANDO7,T_PURSUIT_CR_W6,GSE92415_PURSUIT,MEGF6,7,6,0.568287037037037,0.5601851851851852,-0.008101851851851749,True
SIG_VDZ_ANDO7,T_PURSUIT_CR_W6,GSE92415_PURSUIT,NAPSB,7,6,0.568287037037037,0.6041666666666666,0.03587962962962965,True
SIG_VDZ_ANDO7,T_PURSUIT_CR_W6,GSE92415_PURSUIT,BCAP31,7,6,0.568287037037037,0.5798611111111112,0.011574074074074181,True
SIG_VDZ_ANDO7,T_UNIFI_MH_W8,GSE206285_UNIFI,ARMC2,7,6,0.4684247871333964,0.47688032166508987,0.008455534531693454,False
SIG_VDZ_ANDO7,T_UNIFI_MH_W8,GSE206285_UNIFI,BCL11B,7,6,0.4684247871333964,0.4829706717123936,0.014545884578997192,False
SIG_VDZ_ANDO7,T_UNIFI_MH_W8,GSE206285_UNIFI,CDH23,7,6,0.4684247871333964,0.43773651844843897,-0.030688268684957443,False
SIG_VDZ_ANDO7,T_UNIFI_MH_W8,GSE206285_UNIFI,CRB2,7,6,0.4684247871333964,0.46730132450331124,-0.0011234626300851702,False
SIG_VDZ_ANDO7,T_UNIFI_MH_W8,GSE206285_UNIFI,MEGF6,7,6,0.4684247871333964,0.4604422894985808,-0.007982497634815622,False
SIG_VDZ_ANDO7,T_UNIFI_MH_W8,GSE206285_UNIFI,NAPSB,7,6,0.4684247871333964,0.45417455061494794,-0.014250236518448478,False
SIG_VDZ_ANDO7,T_UNIFI_MH_W8,GSE206285_UNIFI,BCAP31,7,6,0.4684247871333964,0.49645222327341526,0.028027436140018847,False
SIG_VDZ_ANDO7,T_UNIFI_REM_W8,GSE206285_UNIFI,ARMC2,7,6,0.4498218334953029,0.46841593780369295,0.018594104308390036,False
SIG_VDZ_ANDO7,T_UNIFI_REM_W8,GSE206285_UNIFI,BCL11B,7,6,0.4498218334953029,0.45999352121801107,0.010171687722708156,False
SIG_VDZ_ANDO7,T_UNIFI_REM_W8,GSE206285_UNIFI,CDH23,7,6,0.4498218334953029,0.4134110787172011,-0.036410754778101795,False
SIG_VDZ_ANDO7,T_UNIFI_REM_W8,GSE206285_UNIFI,CRB2,7,6,0.4498218334953029,0.4329770003239391,-0.016844833171363816,False
SIG_VDZ_ANDO7,T_UNIFI_REM_W8,GSE206285_UNIFI,MEGF6,7,6,0.4498218334953029,0.45053449951409136,0.0007126660187884437,False
SIG_VDZ_ANDO7,T_UNIFI_REM_W8,GSE206285_UNIFI,NAPSB,7,6,0.4498218334953029,0.44412050534499514,-0.005701328150307772,False
SIG_VDZ_ANDO7,T_UNIFI_REM_W8,GSE206285_UNIFI,BCAP31,7,6,0.4498218334953029,0.47962423064463877,0.029802397149335857,False
SIG_VDZ_ANDO7,T_UNITI2_CR_W8,GSE112366_UNITI2_ILEUM,ARMC2,7,6,0.4599780701754386,0.4736842105263158,0.013706140350877194,False
SIG_VDZ_ANDO7,T_UNITI2_CR_W8,GSE112366_UNITI2_ILEUM,BCL11B,7,6,0.4599780701754386,0.4336622807017544,-0.026315789473684237,False
SIG_VDZ_ANDO7,T_UNITI2_CR_W8,GSE112366_UNITI2_ILEUM,CDH23,7,6,0.4599780701754386,0.4676535087719299,0.00767543859649128,False
SIG_VDZ_ANDO7,T_UNITI2_CR_W8,GSE112366_UNITI2_ILEUM,CRB2,7,6,0.4599780701754386,0.4314692982456141,-0.02850877192982454,False
SIG_VDZ_ANDO7,T_UNITI2_CR_W8,GSE112366_UNITI2_ILEUM,MEGF6,7,6,0.4599780701754386,0.4621710526315789,0.002192982456140302,False
SIG_VDZ_ANDO7,T_UNITI2_CR_W8,GSE112366_UNITI2_ILEUM,NAPSB,7,6,0.4599780701754386,0.45230263157894735,-0.00767543859649128,False
SIG_VDZ_ANDO7,T_UNITI2_CR_W8,GSE112366_UNITI2_ILEUM,BCAP31,7,6,0.4599780701754386,0.48574561403508765,0.025767543859649022,False
